CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,BBL
41395513,CITI FIELD DOG FISH HEAD BAR,Queens,0,126TH ST & ROOSEVELT AVENUE,,7185958100,American,2025-09-13,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,11.0,A,2025-09-13,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
50139922,WAFELS & DINGES / PERROS Y VAINAS,Manhattan,,PLEIN,10004,2017230073,Frozen Desserts,2023-08-15,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,12.0,A,2023-08-15,2025-10-17,Pre-permit (Operational) / Initial Inspection,,,
50098716,EATALY NY LLC (KIOSK),Manhattan,999,BROADWAY,,3124685154,Pizza,2024-08-21,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,12.0,A,2024-08-21,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
41521007,"PRIME TAVERN, DELTA TERMINAL",Queens,,US AIRWAYS TERMINAL,11371,7186566210,American,2016-08-25,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10.0,A,2016-08-25,2025-10-17,Cycle Inspection / Initial Inspection,,,
50045961,TAI LAI RESTAURANT,Brooklyn,990,T S BOYLAND ST,,7184987787,Chinese,2022-05-19,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13.0,A,2022-05-19,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
50075707,TAVERNA KYCLADES,Queens,39-28/30,BELL BLVD,,7186312000,Seafood,2023-04-19,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,2023-04-19,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
41298621,KENNEDY'S CHICKEN & SANDWICH,Manhattan,1039,EAST 163 STREET,,3472705804,Chicken,2022-10-03,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,17.0,B,2022-10-03,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
41495141,EL CERRITO RESTAURANT,Bronx,11841186,ELDER AVENUE,,7183288553,Mexican,2025-05-13,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,7.0,A,2025-05-13,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,2.0
50099398,LECHONERA POLLO SABROSO DEL VALLE RESTAURANT,Bronx,650B,WESTCHESTER AVENUE,,3472977545,Spanish,2025-01-27,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customerâ€™s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,18.0,Z,2025-01-27,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,2026230194.0
50104592,DUNKIN DONUTS/ELI'S ESSENTIALS,Queens,1,CENTRAL TERMINAL,,9177740536,Donuts,2024-05-22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,2024-05-22,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
41194745,GOLDEN PALACE GOURMET,Queens,14009,CHERRRY AVENUE,,7188864383,Chinese,2025-04-30,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,34.0,Z,2025-04-30,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,4.0
41032752,DONS BOGAM,Manhattan,1517,EAST   32 STREET,,2126832200,Korean,2024-01-31,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,28.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50049514,BRASS RIZ & GRILL EXPRESS,Queens,227-02/08,LINDEN BLVD,,9175570106,Creole,2023-06-22,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,78.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
50161091,7TH HEAVEN PIZZA,Manhattan,2496,ADAM CLAYTON POWELL JR BOULEVARD,,6469273600,Pizza,2025-05-06,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 Â°F; smoked or processed fish held above 38 Â°F; intact raw eggs held above 45 Â°F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12.0,A,2025-05-06,2025-10-17,Pre-permit (Operational) / Initial Inspection,0.0,0.0,1.0
50081239,PATRICK'S PLACE,Manhattan,2835,FREDERICK DOUGLASS BOULEVARD,,2124917800,Caribbean,2022-10-27,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,11.0,A,2022-10-27,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
40550765,ARETSKY'S PATROON,Manhattan,158160,EAST   46 STREET,,2128837373,American,2025-08-19,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,11.0,A,2025-08-19,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50112427,HAPPY CANTEEN,Brooklyn,1801C,AVENUE U,,6462678950,Japanese,2025-06-26,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,37.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
50114985,FOX HARLEM,Manhattan,2224,FREDERICK DOUGLASS BOULEVARD,,9174477810,American,2022-08-24,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,16.0,B,2022-08-24,2025-10-17,Pre-permit (Operational) / Re-inspection,0.0,0.0,1.0
50125095,JUICED HARLEM,Manhattan,2470B,FREDERICK DOUGLASS BOULEVARD,,7163376579,American,2025-09-10,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,23.0,Z,2025-09-10,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
50121124,HARLEM BREAKFAST CLUB,Manhattan,2167,ADAM CLAYTON POWELL JR BOULEVARD,,3474213337,American,2024-11-06,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,9.0,A,2024-11-06,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50130631,Yong Sheng Garden Chinese Restaurant,Manhattan,2825,FRDRK DGLSS BLVD,,2128622702,Chinese,2023-03-22,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10.0,A,2023-03-22,2025-10-17,Pre-permit (Operational) / Initial Inspection,0.0,0.0,1.0
40594677,KABOOZ'S BAR & GRILLE,Manhattan,0,AMTRAK LEVEL,,2127600848,American,2025-09-23,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,13.0,A,2025-09-23,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
41580023,SAGE,Brooklyn,299301,GRAHAM AVENUE,,7182186644,Thai,2024-08-14,Violations were cited in the following area(s).,28-01,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying condition.",Not Critical,,,,2025-10-17,Administrative Miscellaneous / Initial Inspection,0.0,0.0,3.0
41395533,CITI FIELD NATHAN'S FAMOUS STAND 406,Queens,126,ROOSEVELT AVENUE,,7185958100,Hotdogs,2025-09-13,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,11.0,A,2025-09-13,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
41701557,STUDIO 9C,Manhattan,30,ROCKEFLLER PLAZA,,2126644454,American,2022-06-14,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,29.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50166484,DOS TOROS/ZOROS (POST SECURITY),Queens,,TERMINAL 8,11430,9736478318,Other,2025-06-25,Violations were cited in the following area(s).,09C,"Design, construction, materials used or maintenance of food contact surface improper. Surface not easily cleanable, sanitized and maintained.",Not Critical,13.0,A,2025-06-25,2025-10-17,Pre-permit (Operational) / Initial Inspection,,,
40654318,BATEAUX NEW YORK,Manhattan,62,WEST 23 STREET - CHELSEA PIER,,2127277735,American,2019-06-13,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11.0,A,2019-06-13,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
41510846,218 RESTAURANT,Manhattan,218220,GRAND STREET,,2122268039,Chinese,2022-12-28,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,31.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50104962,EMPANADAS RD,Bronx,1971,DR MARTIN L KING JR BLVE,,3477264990,Latin American,2024-03-13,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,16.0,B,2024-03-13,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,2.0
41304673,KEVIN'S,Brooklyn,277,VAN BRUNT AVENUE,,7185968335,American,2018-05-31,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,10.0,A,2018-05-31,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
41680485,FLAMINGO RESTAURANT AND MANTRA LOUNGE,Queens,1200406,ROCKAWAY BLVD,,7188351000,Indian,2023-05-21,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 Â°F; smoked or processed fish held above 38 Â°F; intact raw eggs held above 45 Â°F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13.0,A,2023-05-21,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,4.0
50134609,ESSEX SQUEEZE,Manhattan,NKA,HIGH LINE PARK W 15TH ST,10011,9179394070,"Juice, Smoothies, Fruit Salads",2023-07-20,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customerâ€™s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,22.0,,,2025-10-17,Pre-permit (Operational) / Initial Inspection,,,
41395380,CITI FIELD STAND 112,Queens,0,126TH ST  & ROOSEVELT AVENUE,,7185958100,American,2025-09-13,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2025-09-13,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
50111311,CANTINA TAQUERIA & TEQUILIA BAR,Manhattan,2099,FREDERICK DOUGLASS BOULEVARD,,7577549410,Mexican,2025-05-14,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13.0,A,2025-05-14,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50075461,POPEYES,Manhattan,2300,ADAM CLAYTON POWELL JR BOULEVARD,,6463689765,Chicken,2024-04-30,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,22.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50093418,NBHD BRULEE,Manhattan,2620,FREDERICK DOUGLASS BOULEVARD,,9172072081,Coffee/Tea,2022-12-02,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests  in  establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,10.0,A,2022-12-02,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
50112427,HAPPY CANTEEN,Brooklyn,1801C,AVENUE U,,6462678950,Japanese,2023-09-26,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,12.0,A,2023-09-26,2025-10-17,Pre-permit (Operational) / Re-inspection,0.0,0.0,3.0
40536414,LA CABANA,Brooklyn,106264,FLATBUSH AVENUE,,7182870248,Latin American,2025-04-29,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,2025-10-17,Administrative Miscellaneous / Initial Inspection,0.0,0.0,3.0
40958170,SOHO HOUSE,Manhattan,2935,9 AVENUE,,2126279800,American,2025-05-07,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,9.0,A,2025-05-07,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
50088988,CITY ONE,Manhattan,2726,FREDERICK DOUGLASS BOULEVARD,,2123688818,Chinese,2025-04-17,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,11.0,A,2025-04-17,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
50146943,EL HUASTECO MEXICAN FOOD,Brooklyn,347A-347B,EMPIRE BLVD,11225,6616276320,Mexican,2024-09-26,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,47.0,,,2025-10-17,Pre-permit (Operational) / Initial Inspection,,,
50049514,BRASS RIZ & GRILL EXPRESS,Queens,227-02/08,LINDEN BLVD,,9175570106,Creole,2024-08-15,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,34.0,C,2024-08-15,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,4.0
50104962,EMPANADAS RD,Bronx,1971,DR MARTIN L KING JR BLVE,,3477264990,Latin American,2025-05-19,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,32.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,2.0
41395425,CITI FIELD STAND 425,Queens,0,126TH  & ROOSEVELT AVENUE,,7185958100,American,2025-09-13,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,11.0,A,2025-09-13,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
41546006,JUNIOR'S TACOS,Manhattan,253257,SHERMAN AVENUE,,2129427202,Tex-Mex,2022-06-01,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,0.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50064940,SONRIE CON NOSOTROS,Queens,3757B,94TH ST,,3475673692,"Juice, Smoothies, Fruit Salads",2023-06-07,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,7.0,A,2023-06-07,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
50111311,CANTINA TAQUERIA & TEQUILIA BAR,Manhattan,2099,FREDERICK DOUGLASS BOULEVARD,,7577549410,Mexican,2022-06-15,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,32.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50131689,SIDE BAR,Manhattan,,AMTRACK LEVEL,10001,7329952865,Bottled Beverages,2025-09-17,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,11.0,A,2025-09-17,2025-10-17,Cycle Inspection / Initial Inspection,,,
40536414,LA CABANA,Brooklyn,106264,FLATBUSH AVENUE,,7182870248,Latin American,2023-11-14,Violations were cited in the following area(s).,05H,No approved written standard operating procedure for avoiding contamination by refillable returnable containers.,Critical,69.0,C,2023-11-14,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,3.0
50075461,POPEYES,Manhattan,2300,ADAM CLAYTON POWELL JR BOULEVARD,,6463689765,Chicken,2024-04-30,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,22.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
40747162,ISLAND SHORES FAMILY RESIDENCE SANCTUARY,Staten Island,1111,FATHER CAPPDANO BLVD,,7189876595,American,2025-10-14,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2025-10-14,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,5.0
50052842,CUP OF BROOKLYN,Brooklyn,1071B,GATES AVE,,9178555647,Coffee/Tea,2023-09-28,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,10.0,A,2023-09-28,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,3.0
50056951,NEUBERGER BERMAN CAFE,Manhattan,1290,AVE AMERICAS,,3472666551,American,2024-10-01,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,2024-10-01,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
41482516,SHANGERILA RESTAURANT,Bronx,289395,BUHRE AVENUE,,7188286080,Japanese,2022-04-28,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2  hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,21.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,2.0
41541993,ESTRELLITA POBLANA II,Bronx,28192821,WHITE PLAINS ROAD,,7186547652,Mexican,2022-01-11,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,15.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,2.0
50170702,LOWLIFE COFFEE,Brooklyn,55,PORTER SBR,,6125169439,Coffee/Tea,2025-07-23,Violations were cited in the following area(s).,20-08,Failure to post or conspicuously post healthy eating information,Not Critical,,,,2025-10-17,Administrative Miscellaneous / Initial Inspection,0.0,0.0,3.0
41702724,MOMINETTE,Bronx,221,KNICKERBOCKER AVENUE,,9292342941,French,2024-10-23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,23.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,2.0
40594677,KABOOZ'S BAR & GRILLE,Manhattan,0,AMTRAK LEVEL,,2127600848,American,2023-12-18,Violations were cited in the following area(s).,04E,Toxic chemical or pesticide improperly stored or used such that food contamination may occur.,Critical,12.0,A,2023-12-18,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50092574,SUGAR MONK,Manhattan,2292,FREDERICK DOUGLASS BOULEVARD,,9173996930,American,2024-06-18,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,23.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
40741728,WALLSE,Manhattan,342344,WEST 11 STREET,,2123522300,German,2023-05-02,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishmentâ€™s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,18.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
50126220,HARLEM CAFE,Manhattan,2259,ADAM CLAYTON POWELL JR BOULEVARD,,3472329231,American,2024-04-18,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,2025-10-17,Administrative Miscellaneous / Initial Inspection,0.0,0.0,1.0
50141172,QUALITY GREENS KITCHEN,Bronx,57,WILLOUGHBY ST,,2013703457,Salads,2025-08-13,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 Â°F; smoked or processed fish held above 38 Â°F; intact raw eggs held above 45 Â°F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,57.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,2.0
50130631,Yong Sheng Garden Chinese Restaurant,Manhattan,2825,FRDRK DGLSS BLVD,,2128622702,Chinese,2024-07-02,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,82.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
41521007,"PRIME TAVERN, DELTA TERMINAL",Queens,,US AIRWAYS TERMINAL,11371,7186566210,American,2017-07-27,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13.0,,,2025-10-17,Cycle Inspection / Initial Inspection,,,
50102205,CHUNG CHING,Bronx,26266,ALEXANDER AVE,,3479676666,Chinese,2022-08-23,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,22.0,B,2022-08-23,2025-10-17,Pre-permit (Operational) / Re-inspection,0.0,0.0,2.0
41380885,MAMA TINA'S PIZZA,Manhattan,2649,FRDERICK DOUGLASS BOULEVARD,,2123682820,Pizza,2025-09-26,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,33.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
41032752,DONS BOGAM,Manhattan,1517,EAST   32 STREET,,2126832200,Korean,2025-02-19,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,13.0,A,2025-02-19,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,1.0
50128307,HAVELI INDIAN RESTAURANT & LOUNGE,Queens,24801-03,UNION TPKE,,3479339656,Indian,2025-06-05,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 Â°F; smoked or processed fish held above 38 Â°F; intact raw eggs held above 45 Â°F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,32.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,4.0
41510846,218 RESTAURANT,Manhattan,218220,GRAND STREET,,2122268039,Chinese,2025-03-06,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 Â°F; smoked or processed fish held above 38 Â°F; intact raw eggs held above 45 Â°F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,31.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
40390536,TASTE OF INDIA II RESTAURANT,Staten Island,287,NEWDORP LN,,7189874700,Indian,2022-01-03,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,13.0,A,2022-01-03,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,5.0
50151229,HADO,Queens,13838/40,86TH AVE,11435,7185585758,Asian/Asian Fusion,2024-08-12,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13.0,A,2024-08-12,2025-10-17,Pre-permit (Operational) / Initial Inspection,,,
40825908,POLANCO RESTAURANT BBQ,Manhattan,2421,ADAM CLAYTON POWELL JR B,,2128621090,Latin American,2022-02-09,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,20.0,,,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
41503108,TULCINGO RESTAURANT,Queens,40364040,NATIONAL STREET,,7186398880,Mexican,2025-03-04,Violations were cited in the following area(s).,19-06,"Providing single-use, non-compostable plastic straws to customers without customer request (including providing such straws at a self-serve station)",Not Critical,,,,2025-10-17,Administrative Miscellaneous / Initial Inspection,0.0,0.0,4.0
50106086,WENDY'S,Queens,1,MAIN TERMINAL,,6466776786,Hamburgers,2023-04-18,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,2023-04-18,2025-10-17,Pre-permit (Operational) / Initial Inspection,0.0,0.0,4.0
41063300,CENTRE PIZZA,Queens,25425,HORACE HARDING EXPRESS,,7182299879,Italian,2025-07-17,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,27.0,Z,2025-07-17,2025-10-17,Cycle Inspection / Re-inspection,0.0,0.0,4.0
50107047,KING BARKA,Manhattan,2733,FREDERICK DOUGLASS BOULEVARD,,3476418572,Caribbean,2022-09-01,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,0.0,A,2022-09-01,2025-10-17,Pre-permit (Operational) / Re-inspection,0.0,0.0,1.0
40942152,CROTON RESERVOIR TAVERN,Manhattan,108110,WEST   40 STREET,,2129976835,American,2023-03-30,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 Â°F.,Critical,12.0,A,2023-03-30,2025-10-17,Cycle Inspection / Initial Inspection,0.0,0.0,1.0
