CAMIS,Name,MostRecentInspDate,GRADE,INSPECTION TYPE,SCORE
50123506,DIMSUM GARDEN,2025-07-31,A,Cycle Inspection / Initial Inspection,12.0
50077658,JUICY MAMA,2024-08-21,B,Cycle Inspection / Re-inspection,24.0
50044368,CHOPSTICK,2023-09-18,A,Cycle Inspection / Re-inspection,10.0
50143996,HANDCRAFT COFFEE,2024-04-24,C,Pre-permit (Operational) / Re-inspection,35.0
50143996,HANDCRAFT COFFEE,2024-04-24,nan,Administrative Miscellaneous / Re-inspection,
50099633,PARVA BAKE SHOP & CAFE,2025-03-05,nan,Administrative Miscellaneous / Initial Inspection,
50099633,PARVA BAKE SHOP & CAFE,2025-03-05,A,Cycle Inspection / Initial Inspection,13.0
50104448,FORTUNE SUSHI,2024-09-30,A,Cycle Inspection / Initial Inspection,12.0
50017045,JUST SALAD,2025-05-12,A,Cycle Inspection / Initial Inspection,7.0
50115677,10TH FL CATERING,2025-08-26,A,Cycle Inspection / Initial Inspection,13.0
50143716,BAKERI,2025-03-19,A,Cycle Inspection / Initial Inspection,13.0
50116098,MOGE TEE,2024-06-20,A,Cycle Inspection / Initial Inspection,9.0
50046274,POPEYES,2025-05-13,A,Cycle Inspection / Initial Inspection,9.0
50109520,RESORT WORLD CASINO- GRAB & GO,2025-01-22,A,Cycle Inspection / Initial Inspection,7.0
50132079,UMI SUSHI,2023-12-06,Z,Pre-permit (Operational) / Re-inspection,19.0
50128484,TASTE OF GYRO,2025-05-27,A,Cycle Inspection / Initial Inspection,8.0
50050878,"COLUMBIA UNIVERSITY BAKER ATHLETICS COMPLEX, STAND #3",2019-09-28,A,Cycle Inspection / Initial Inspection,0.0
50014390,CINCO DE MAYO,2024-11-22,A,Cycle Inspection / Re-inspection,12.0
50153618,YAFA CAFE,2025-01-17,A,Pre-permit (Operational) / Re-inspection,7.0
50115776,DISCOVERY,2025-02-06,A,Cycle Inspection / Re-inspection,10.0
40521343,MCDONALD'S,2024-07-25,A,Cycle Inspection / Initial Inspection,8.0
50042535,SUGAR & CAKE FANTASIES BAKERY,2024-07-29,A,Cycle Inspection / Initial Inspection,12.0
50093661,ZONA DE CUBA,2023-12-28,B,Cycle Inspection / Re-inspection,27.0
50014249,NORTON ROSE FULBRIGHT EMPLOYEE CAFETERIA,2025-07-09,A,Cycle Inspection / Initial Inspection,6.0
50075175,OUR VODKA,2024-01-31,A,Cycle Inspection / Initial Inspection,12.0
50078091,MAMI YSABEL,2024-12-17,B,Cycle Inspection / Re-inspection,26.0
50044896,LIANG'S GARDEN,2024-11-25,B,Cycle Inspection / Re-inspection,26.0
41408561,MAISONNETTE KITCHEN & CHEZ NOUS,2023-01-18,A,Cycle Inspection / Initial Inspection,7.0
50136331,KOLKATA CHAI CO,2024-11-13,A,Cycle Inspection / Initial Inspection,12.0
50116762,LA MANCHA TAPAS BAR,2025-01-02,A,Cycle Inspection / Initial Inspection,12.0
50125328,LITTLE NED,2025-03-11,A,Cycle Inspection / Re-inspection,13.0
41396676,STAND 125 FOOD COURT,2024-09-27,A,Cycle Inspection / Initial Inspection,11.0
50133640,ZAAB ZAAB,2025-08-19,Z,Cycle Inspection / Re-inspection,33.0
41395425,CITI FIELD STAND 425,2024-09-20,A,Cycle Inspection / Initial Inspection,12.0
41314872,GIOVANNI'S,2024-12-16,C,Cycle Inspection / Re-inspection,29.0
41022144,MASTRO'S STEAKHOUSE,2025-06-04,A,Cycle Inspection / Initial Inspection,12.0
50127854,TIPSY GRAPE,2023-08-09,A,Pre-permit (Operational) / Initial Inspection,7.0
40400544,THE ARCH DINER,2022-09-30,Z,Cycle Inspection / Re-inspection,18.0
50134246,PARTEA,2023-07-10,A,Pre-permit (Operational) / Initial Inspection,9.0
50048160,MANGO MANGO,2025-02-27,A,Cycle Inspection / Initial Inspection,12.0
50003490,THE SMOKE HOUSE,2024-04-01,A,Cycle Inspection / Initial Inspection,8.0
40403721,SIMPSON THACHER AND BARTLET CAFE,2024-04-10,A,Cycle Inspection / Initial Inspection,5.0
50136864,SIN CITY BURGER,2024-10-07,A,Cycle Inspection / Initial Inspection,13.0
50018819,BRICOLAGE,2025-06-23,A,Cycle Inspection / Initial Inspection,4.0
50061316,SURF CITY,2023-06-21,A,Cycle Inspection / Initial Inspection,13.0
50012210,OGLIASTRO,2020-02-26,B,Cycle Inspection / Re-inspection,26.0
50093505,WAT'S ON YOUR PLATE 2,2025-05-27,Z,Cycle Inspection / Re-inspection,23.0
50112799,GONG CHA,2025-02-10,nan,Administrative Miscellaneous / Re-inspection,
50112799,GONG CHA,2025-02-10,B,Cycle Inspection / Re-inspection,26.0
50110986,DULCE CULTURA,2024-02-09,A,Cycle Inspection / Re-inspection,13.0
50142859,INVINCEABLE FITNESS,2024-06-06,A,Pre-permit (Operational) / Initial Inspection,7.0
50118840,FABRIKA,2025-08-01,A,Cycle Inspection / Initial Inspection,13.0
50097350,GOWANUS GARDENS,2023-11-17,A,Cycle Inspection / Initial Inspection,12.0
50125530,LOKUM MEDITERRANEAN RESTAURANT AND BAR,2023-10-11,A,Pre-permit (Operational) / Re-inspection,10.0
41482610,VAMOS AL TEQUILA,2024-08-27,A,Cycle Inspection / Re-inspection,12.0
41083735,PLAZA TULCINGO RESTAURANT,2025-01-15,A,Cycle Inspection / Initial Inspection,7.0
50034542,LA GATA GOLOSA BAKERY / YOGURBERRY,2025-05-05,A,Cycle Inspection / Re-inspection,12.0
50034542,LA GATA GOLOSA BAKERY / YOGURBERRY,2025-05-05,nan,Administrative Miscellaneous / Re-inspection,
50034542,LA GATA GOLOSA BAKERY / YOGURBERRY,2025-05-05,nan,Administrative Miscellaneous / Compliance Inspection,
50116743,BROADWAY PHO BANG,2025-04-04,A,Cycle Inspection / Initial Inspection,13.0
50121990,ISTANBLUE KEBAB HOUSE,2023-10-10,A,Cycle Inspection / Re-inspection,12.0
50114357,RAINBOW BAKERY,2024-10-04,A,Cycle Inspection / Initial Inspection,12.0
50074796,POPEYES,2024-12-11,A,Cycle Inspection / Initial Inspection,9.0
50060139,SATIN DOLLS,2024-05-07,A,Cycle Inspection / Initial Inspection,13.0
41582117,PANERA BREAD,2025-05-22,A,Cycle Inspection / Initial Inspection,12.0
40862619,MORETTI BAKERY,2024-04-05,A,Cycle Inspection / Initial Inspection,11.0
50158205,A-OK CAFE BY ARITZIA,2025-04-17,A,Pre-permit (Operational) / Initial Inspection,12.0
50166386,FUSION BITES,2025-04-10,A,Pre-permit (Operational) / Initial Inspection,10.0
50105244,OOI SUSHI & LOUNGE,2024-06-17,A,Cycle Inspection / Initial Inspection,13.0
50142718,ARCH-140 BROADWAY,2025-04-15,A,Cycle Inspection / Initial Inspection,10.0
40368291,COLONNADE DINER,2024-05-16,A,Cycle Inspection / Re-inspection,12.0
41557377,JONES WOOD FOUNDRY,2024-10-17,A,Cycle Inspection / Initial Inspection,12.0
50008170,SOUTH SHORE HOT BAGELS,2025-02-07,A,Cycle Inspection / Re-inspection,13.0
50002692,TAO DOWNTOWN,2022-05-11,A,Cycle Inspection / Initial Inspection,12.0
50159182,PIKASO Y MAS,2024-10-21,A,Pre-permit (Operational) / Initial Inspection,11.0
41015170,CARMINE'S PIZZA,2024-05-09,A,Cycle Inspection / Re-inspection,13.0
50125730,Blue Diamond Coffee Shop,2025-04-17,A,Cycle Inspection / Initial Inspection,10.0
50153440,FU XING HOUSE,2024-09-04,A,Pre-permit (Operational) / Initial Inspection,12.0
50092792,UNITED AIRLINES RED CARPET CLUB,2024-05-22,A,Cycle Inspection / Initial Inspection,12.0
41519587,BLIND BARBER,2023-02-14,B,Cycle Inspection / Re-inspection,14.0
50133263,WASABI,2025-01-15,A,Cycle Inspection / Initial Inspection,12.0
50149169,EL GRECO,2025-04-22,A,Cycle Inspection / Initial Inspection,11.0
40366473,TIO PEPE,2023-12-05,A,Cycle Inspection / Initial Inspection,12.0
40863575,BROADWAY PIZZA & PASTA,2025-07-11,A,Cycle Inspection / Re-inspection,13.0
50046567,PRINCE COFFEE HOUSE,2025-04-23,Z,Cycle Inspection / Re-inspection,25.0
50099605,TEMKINS,2024-07-17,A,Cycle Inspection / Initial Inspection,13.0
41231878,IL BRIGANTE,2023-12-21,A,Cycle Inspection / Initial Inspection,12.0
50112311,POPEYES,2025-05-12,A,Cycle Inspection / Initial Inspection,13.0
40400561,FORTUNATO BROS CAFE & BAKERY,2024-02-07,A,Cycle Inspection / Initial Inspection,13.0
50148516,LOLA'S,2024-10-01,A,Pre-permit (Operational) / Initial Inspection,11.0
50130882,JUST SALAD,2025-03-12,A,Cycle Inspection / Initial Inspection,12.0
50094573,LITTLE ROY COFFEE CO.,2025-07-18,Z,Cycle Inspection / Re-inspection,34.0
50033075,TORISHIN,2023-03-03,A,Cycle Inspection / Initial Inspection,10.0
41466825,DUNKIN,2024-07-01,A,Cycle Inspection / Initial Inspection,8.0
50152474,AU BON PAIN,2025-04-08,A,Pre-permit (Operational) / Re-inspection,13.0
50129736,DUMO51 RESTAURANT ROOF TOP,2025-04-09,A,Cycle Inspection / Initial Inspection,13.0
50098478,BROOKLYN LANTERN,2025-01-15,A,Cycle Inspection / Initial Inspection,10.0
41438319,CENTRAL PARK TENNIS SNACK BAR,2025-06-09,A,Cycle Inspection / Initial Inspection,9.0
41251140,TRATTORIA TRE COLORI,2025-02-04,A,Cycle Inspection / Re-inspection,13.0
50053680,THE DRIFT,2025-03-13,A,Cycle Inspection / Re-inspection,11.0
50122049,MAD FOR CHICKEN / CAJUN SEAFOOD MAD BOIL,2024-02-28,A,Pre-permit (Operational) / Re-inspection,13.0
50008279,GARLIC PIZZA BAR,2025-04-07,A,Cycle Inspection / Re-inspection,13.0
50130484,TIMBLENZ NATURAL MARKET,2024-05-01,A,Cycle Inspection / Initial Inspection,2.0
40868583,WHITE CASTLE,2024-09-18,A,Cycle Inspection / Initial Inspection,11.0
50141242,MR WEEK,2024-02-29,B,Pre-permit (Operational) / Re-inspection,19.0
50090034,WALSH'S PUB,2024-11-14,A,Cycle Inspection / Initial Inspection,5.0
50146014,D & P EXPRESS,2024-09-25,A,Pre-permit (Operational) / Re-inspection,10.0
50090565,DAN AND JOHN'S WINGS,2023-09-13,A,Cycle Inspection / Re-inspection,9.0
50139365,THAI ME,2024-12-21,A,Cycle Inspection / Re-inspection,11.0
50134429,EMPEROR DUMPLING,2025-06-30,C,Cycle Inspection / Re-inspection,29.0
50107690,THE CHEF SIMPSON RESTAURANT AND BAR,2024-05-28,A,Cycle Inspection / Initial Inspection,12.0
50140123,FRIED FRANK CATERING,2025-04-14,A,Cycle Inspection / Initial Inspection,11.0
50118148,MCDONALD'S,2024-12-27,A,Cycle Inspection / Initial Inspection,7.0
50063594,MI ESTRELLA NY BAKERY,2024-03-06,A,Cycle Inspection / Initial Inspection,6.0
50157081,ANGEL'S CAFE,2025-02-24,A,Cycle Inspection / Initial Inspection,2.0
41711596,SERGIO'S PIZZA & DELI,2025-08-12,A,Cycle Inspection / Re-inspection,11.0
50043829,SETAGAYA,2023-11-21,A,Cycle Inspection / Re-inspection,7.0
50006115,ZOILITA RESTAURANT,2024-07-18,A,Cycle Inspection / Initial Inspection,8.0
50157303,QUILOX,2024-12-27,A,Pre-permit (Operational) / Re-inspection,11.0
41263738,MEXICAN FAST FOOD,2025-01-16,A,Cycle Inspection / Initial Inspection,12.0
50154929,MIKIYA,2024-10-17,A,Pre-permit (Operational) / Initial Inspection,10.0
50081015,JADE BAR,2024-06-30,A,Cycle Inspection / Initial Inspection,7.0
41298603,THE SMITH,2024-11-13,B,Cycle Inspection / Re-inspection,21.0
41130819,TARALLUCCI E VINO,2024-08-20,A,Cycle Inspection / Re-inspection,13.0
50105704,WHITE RADISH,2025-02-06,C,Cycle Inspection / Re-inspection,62.0
40999249,HEARTLAND BAGELS,2024-11-19,A,Cycle Inspection / Initial Inspection,13.0
50119755,BOBA GUYS,2025-01-16,A,Cycle Inspection / Initial Inspection,13.0
50143855,VINO KITCHEN & BAR,2025-04-15,A,Cycle Inspection / Initial Inspection,13.0
41697107,MAMA'S COOKING,2025-06-25,B,Cycle Inspection / Re-inspection,27.0
50098797,CHIPOTLE MEXICAN GRILL #3426,2024-07-29,A,Cycle Inspection / Initial Inspection,4.0
41555577,LIGHTHOUSE,2024-03-01,A,Cycle Inspection / Re-inspection,13.0
50145861,THE MAIZ PROJECT,2025-04-30,A,Cycle Inspection / Re-inspection,7.0
50008767,MR. PIZZA,2024-08-26,A,Cycle Inspection / Re-inspection,11.0
50041646,HIGHLINE CAFE,2024-09-19,A,Cycle Inspection / Initial Inspection,12.0
41395535,CITI FIELD NATHAN'S HOT DOGS STAND 404,2024-09-20,A,Cycle Inspection / Initial Inspection,12.0
50130429,ASA BOWLS,2025-07-01,C,Cycle Inspection / Re-inspection,29.0
50073745,CHIPOTLE MEXICAN GRILL #3020,2025-03-03,A,Cycle Inspection / Initial Inspection,8.0
50103190,KENNEDY FRIED CHICKEN,2023-10-24,A,Cycle Inspection / Re-inspection,9.0
50048478,PLAZA CAFE,2025-04-10,A,Cycle Inspection / Initial Inspection,13.0
50147429,LA SOVA,2024-09-03,A,Pre-permit (Operational) / Re-inspection,0.0
41555860,DUNKIN,2024-07-17,A,Cycle Inspection / Initial Inspection,12.0
50099890,MILK BAR,2025-07-28,A,Cycle Inspection / Re-inspection,12.0
40712781,LUPA OSTERIA ROMANA,2023-11-24,A,Cycle Inspection / Initial Inspection,13.0
50000412,BLUE POINT/DOLLIE'S,2025-05-28,A,Cycle Inspection / Initial Inspection,6.0
50143929,Jersey Mikes Subs,2024-01-31,A,Pre-permit (Operational) / Initial Inspection,10.0
50159415,MIGHTY QUINN'S BARBEQUE,2025-04-16,A,Pre-permit (Operational) / Initial Inspection,10.0
50037279,LILY THAI RESTAURANT,2025-02-05,A,Cycle Inspection / Initial Inspection,13.0
50086798,JOE COFFEE,2024-05-21,A,Cycle Inspection / Initial Inspection,4.0
50009442,NOUS ESPRESSO BAR,2024-11-26,A,Cycle Inspection / Initial Inspection,9.0
50108607,KOMBIT,2023-03-24,B,Pre-permit (Operational) / Re-inspection,23.0
41709162,FAIRFIELD INN CHELSEA,2025-04-21,C,Cycle Inspection / Re-inspection,32.0
50045048,HANAMICHI,2024-11-14,A,Cycle Inspection / Initial Inspection,12.0
50143544,Ma Kin,2024-07-16,A,Pre-permit (Operational) / Initial Inspection,12.0
50068116,JAEW HON,2025-02-26,A,Cycle Inspection / Re-inspection,12.0
50120938,LA MIA PIZZA,2024-11-25,B,Cycle Inspection / Re-inspection,23.0
50114967,SMASHBURGER,2025-02-19,A,Cycle Inspection / Re-inspection,12.0
50080210,HAO NOODLE,2024-12-19,A,Cycle Inspection / Re-inspection,9.0
50127155,MOCHINUT / WANPO TEA SHOP,2023-12-18,A,Cycle Inspection / Initial Inspection,13.0
50156479,MI CIELITO COLOMBIANO,2025-02-18,nan,Administrative Miscellaneous / Initial Inspection,
50156479,MI CIELITO COLOMBIANO,2025-02-18,A,Pre-permit (Operational) / Initial Inspection,7.0
50143576,CARAVAN RESTAURANT & COFFEE SHOP,2024-01-04,A,Pre-permit (Operational) / Initial Inspection,10.0
41030732,SHUN FOOK CHINESE RESTAURANT,2024-08-28,A,Cycle Inspection / Re-inspection,13.0
50118263,Florinda Restaurant,2024-10-15,A,Cycle Inspection / Initial Inspection,7.0
50116028,JOE'S BRICK OVEN PIZZA,2025-03-25,A,Cycle Inspection / Initial Inspection,12.0
50149745,Maya's Snack Bar,2024-09-24,A,Pre-permit (Operational) / Initial Inspection,6.0
50109741,MALA TOWN,2024-07-31,A,Cycle Inspection / Initial Inspection,12.0
50059922,HONG KONG GOURMET,2025-08-11,Z,Cycle Inspection / Reopening Inspection,0.0
50070471,MCDONALDS # 18093,2025-01-28,A,Cycle Inspection / Re-inspection,7.0
50044248,678 DELI,2025-05-16,A,Cycle Inspection / Initial Inspection,11.0
50091852,SUSANO'S PIZZERIA & RESTAURANT II,2024-03-18,A,Cycle Inspection / Re-inspection,12.0
50061032,WHITE & CASE CAFE,2024-11-25,A,Cycle Inspection / Re-inspection,4.0
30191841,D.J. REYNOLDS,2025-02-20,A,Cycle Inspection / Re-inspection,10.0
41001677,PYLOS,2024-04-11,A,Cycle Inspection / Re-inspection,10.0
50017536,ELI'S ESSENTIALS,2024-10-24,B,Cycle Inspection / Re-inspection,23.0
50165391,PAN D'ORO,2025-08-19,Z,Pre-permit (Operational) / Re-inspection,20.0
50147906,SOBOL,2025-01-13,A,Cycle Inspection / Initial Inspection,12.0
40370168,EAR INN,2025-04-15,A,Cycle Inspection / Initial Inspection,13.0
50088036,YUM YUM TOO,2024-04-04,A,Cycle Inspection / Re-inspection,13.0
40654823,BLONDIES,2025-02-13,nan,Administrative Miscellaneous / Re-inspection,
40654823,BLONDIES,2025-02-13,B,Cycle Inspection / Re-inspection,19.0
50151371,LINDA BIBLIANEJITA RESTAURANT,2024-08-05,nan,Administrative Miscellaneous / Initial Inspection,
50094358,SIMPLY SWEET,2025-04-16,A,Cycle Inspection / Initial Inspection,13.0
50039946,NEW PEPERONI'S PIZZA,2025-08-01,A,Cycle Inspection / Initial Inspection,8.0
40399852,HANGAR BAR,2023-02-25,A,Cycle Inspection / Initial Inspection,13.0
50014784,RAMEN MEIJIN,2023-01-11,B,Cycle Inspection / Re-inspection,14.0
50146515,KRAZY PIZZA AND WINGS,2024-09-10,A,Pre-permit (Operational) / Re-inspection,11.0
41211538,STK STEAKHOUSE DOWNTOWN,2022-01-19,A,Cycle Inspection / Re-inspection,10.0
50144539,ROBIN'S PIZZA & FRIED CHICKEN,2024-07-24,A,Cycle Inspection / Initial Inspection,12.0
40884510,JAVA GIRL,2025-04-01,A,Cycle Inspection / Initial Inspection,11.0
50081725,TERANGA TAC,2022-07-26,Z,Cycle Inspection / Reopening Inspection,2.0
50151226,REZDORA,2025-02-12,A,Pre-permit (Operational) / Initial Inspection,12.0
40371805,TY'S,2024-04-24,A,Cycle Inspection / Re-inspection,10.0
50149135,SIP & SCOOP,2025-04-30,A,Cycle Inspection / Re-inspection,10.0
41454953,GOLDEN CHOPSTICKS CHINESE RESTAURANT,2024-10-13,A,Cycle Inspection / Initial Inspection,9.0
50163390,CHARCOAL EATS,2025-06-17,B,Pre-permit (Operational) / Re-inspection,18.0
50126749,M & M BROADWAY BAKERY,2025-07-18,A,Cycle Inspection / Re-inspection,12.0
50068912,ROEY'S,2023-05-01,A,Cycle Inspection / Initial Inspection,7.0
50051951,LA ROSA GRILL,2025-07-28,A,Cycle Inspection / Initial Inspection,11.0
50116537,DAVE & BUSTER'S,2024-02-20,A,Cycle Inspection / Initial Inspection,2.0
41523349,STEVEN RESTAURANT,2025-07-03,C,Cycle Inspection / Re-inspection,52.0
50160677,MANANG ANA,2025-07-22,A,Pre-permit (Operational) / Initial Inspection,7.0
50145117,CORIMA,2024-05-01,A,Pre-permit (Operational) / Initial Inspection,8.0
50010994,VIA VAI,2024-04-03,A,Cycle Inspection / Initial Inspection,11.0
50145075,El Lugar Cantina,2025-01-21,A,Cycle Inspection / Initial Inspection,10.0
50041229,EL LEMPIRAS RESTAURANT,2024-08-19,A,Cycle Inspection / Re-inspection,12.0
50145172,MOGEE TEA,2025-04-08,A,Cycle Inspection / Initial Inspection,12.0
50135172,AMBER ASIA RESTAURANT,2023-11-30,A,Pre-permit (Operational) / Initial Inspection,11.0
50061329,HAWA,2024-12-24,A,Cycle Inspection / Re-inspection,11.0
41020466,FORTY CARROTS,2024-12-24,B,Cycle Inspection / Re-inspection,21.0
41633655,WOODSIDE CAFE RESTAURANT,2024-12-07,A,Cycle Inspection / Re-inspection,10.0
50070862,OUTSIDE LOOKING IN RESTAURANT & LOUNGE,2023-05-04,A,Cycle Inspection / Initial Inspection,10.0
50115753,NAYA,2025-07-23,A,Cycle Inspection / Initial Inspection,7.0
50111283,SABOR DE COLOMBIA RESTAURANT & BAKERY,2025-07-17,A,Cycle Inspection / Re-inspection,12.0
50044918,LUPITA'S MEXICAN FOOD,2024-12-18,A,Cycle Inspection / Re-inspection,7.0
50118422,MAKAYA BISTRO,2023-04-21,B,Pre-permit (Operational) / Re-inspection,15.0
50142304,COUNTRY JAMM,2025-07-14,A,Cycle Inspection / Re-inspection,11.0
50133313,POTBELLY,2025-08-01,A,Cycle Inspection / Initial Inspection,4.0
50117234,EMERALD PUB,2024-10-07,A,Cycle Inspection / Initial Inspection,9.0
50048821,LA SALLE DUMPLING ROOM,2024-07-29,A,Cycle Inspection / Initial Inspection,13.0
41262493,MCDONALD'S,2024-12-11,A,Cycle Inspection / Initial Inspection,9.0
50145006,ZEN SUSHI OMAKASE,2024-08-06,A,Pre-permit (Operational) / Initial Inspection,7.0
41461860,LEX RESTAURANT,2025-07-10,A,Cycle Inspection / Re-inspection,12.0
50040407,AIRE ANCIENT BATHS,2024-05-30,A,Cycle Inspection / Initial Inspection,8.0
50087656,L'AVENUE AT SAKS,2024-10-03,A,Cycle Inspection / Initial Inspection,13.0
40814300,CARVEL,2024-01-30,A,Cycle Inspection / Re-inspection,10.0
50118144,NURSE BETTIE,2025-01-14,A,Cycle Inspection / Initial Inspection,4.0
50125910,CURRY IN HANDI,2025-05-21,A,Cycle Inspection / Initial Inspection,9.0
41590665,LOS PAISITAS BAKERY & RESTAURANT,2024-10-10,nan,Administrative Miscellaneous / Initial Inspection,
41590665,LOS PAISITAS BAKERY & RESTAURANT,2024-10-10,A,Cycle Inspection / Initial Inspection,9.0
50056983,HUASCAR & COMPANY BAKESHOP,2024-05-28,A,Cycle Inspection / Initial Inspection,12.0
50077940,KYMA,2024-09-09,A,Cycle Inspection / Initial Inspection,13.0
50069855,FERRY HOUSE CAFE,2025-08-12,A,Cycle Inspection / Initial Inspection,11.0
50098609,NERD BE COOL COFFEE,2024-04-16,A,Cycle Inspection / Initial Inspection,5.0
50075196,SMASHBURGER,2024-11-04,A,Cycle Inspection / Re-inspection,12.0
50103117,WINGSTOP,2024-05-16,A,Cycle Inspection / Initial Inspection,12.0
50002920,HIGHBURY PUB,2025-08-13,A,Cycle Inspection / Re-inspection,7.0
50144392,LUNAR,2025-07-28,A,Cycle Inspection / Re-inspection,10.0
50160728,ARMANI RISTORANTE,2024-12-09,A,Pre-permit (Operational) / Initial Inspection,10.0
50078935,THE APARTMENT / HOX COFFEE SHOP,2024-10-15,A,Cycle Inspection / Initial Inspection,5.0
40390163,5 BURRO CAFE,2024-12-26,A,Cycle Inspection / Re-inspection,12.0
50119874,DELICIAS MARLEN COFFEE SHOP,2023-09-28,B,Pre-permit (Operational) / Re-inspection,19.0
50080585,BLUESTONE LANE,2024-11-29,C,Cycle Inspection / Re-inspection,33.0
50118015,EZ PAELLA,2024-11-25,A,Cycle Inspection / Re-inspection,11.0
50101991,GREAT WALL,2025-07-31,Z,Cycle Inspection / Re-inspection,33.0
50128202,LITTLE GUYANA RESTAURANT & LOUNGE,2024-05-06,A,Cycle Inspection / Initial Inspection,11.0
50117705,DESI BITES CAFE,2024-07-17,A,Cycle Inspection / Initial Inspection,12.0
50094827,GREAT WALL RESTAURANT,2025-06-12,A,Cycle Inspection / Initial Inspection,13.0
50123103,BURGER VILLAGE,2025-08-05,A,Cycle Inspection / Re-inspection,8.0
50111584,TIANXIA ASIAN CUISINE,2024-05-02,C,Cycle Inspection / Re-inspection,47.0
50144233,PANERA BREAD #7027,2025-06-18,A,Cycle Inspection / Initial Inspection,13.0
41508168,WING WAH RESTAURANT,2024-04-23,A,Cycle Inspection / Initial Inspection,3.0
50117261,R-1 HOT PIZZA,2024-03-04,A,Cycle Inspection / Re-inspection,9.0
50074889,JOE & THE JUICE,2024-03-20,nan,Calorie Posting / Initial Inspection,
50070161,TACO BELL,2024-08-21,A,Cycle Inspection / Initial Inspection,10.0
41665031,JASMIN LOUNGE,2024-10-04,A,Cycle Inspection / Initial Inspection,12.0
50143483,PHO YOU,2025-07-01,A,Cycle Inspection / Initial Inspection,12.0
41006765,DOS CAMINOS,2024-11-19,B,Cycle Inspection / Re-inspection,18.0
41251802,LETY BAKERY,2025-07-02,A,Cycle Inspection / Initial Inspection,13.0
50007126,SANDWICHERIE OF NEW YORK,2024-11-22,A,Cycle Inspection / Re-inspection,12.0
50098050,REGO GARDEN CHINESE RESTAURANT,2024-11-18,A,Cycle Inspection / Initial Inspection,5.0
40362264,P & S DELI GROCERY,2025-03-27,A,Cycle Inspection / Initial Inspection,13.0
50102561,PINK METAL,2022-11-12,A,Pre-permit (Operational) / Initial Inspection,12.0
50098602,MY PIZZA,2024-06-17,A,Cycle Inspection / Initial Inspection,12.0
41401458,MOFONGO DEL VALLE/PIZZA DEL VALLE,2024-11-22,A,Cycle Inspection / Initial Inspection,9.0
50138665,SAKE JAPANESE CUISINE,2023-10-10,A,Pre-permit (Operational) / Re-inspection,12.0
41567810,GREEN LAKE,2024-06-04,A,Cycle Inspection / Initial Inspection,13.0
40399620,LA LINEA,2025-06-03,A,Cycle Inspection / Initial Inspection,13.0
50123174,MAY REE,2023-07-26,A,Pre-permit (Operational) / Initial Inspection,10.0
40989220,NHA TRANG ONE,2024-06-27,A,Cycle Inspection / Initial Inspection,11.0
50069935,TONYS PIZZERIA,2024-11-26,B,Cycle Inspection / Re-inspection,23.0
50001664,OLIVIER BISTRO,2025-06-26,A,Cycle Inspection / Initial Inspection,13.0
50140235,CHINATO,2025-03-18,A,Pre-permit (Operational) / Initial Inspection,12.0
50126034,MONKEY BAR,2024-06-27,A,Cycle Inspection / Initial Inspection,11.0
41615281,HO WOK,2025-07-30,A,Cycle Inspection / Initial Inspection,9.0
50064836,SUPERMOON BAKEHOUSE,2025-05-07,A,Cycle Inspection / Initial Inspection,12.0
41569216,COCO FRESH TEA & JUICE,2024-03-19,A,Cycle Inspection / Re-inspection,7.0
50002623,LE CAFE COFFEE,2024-11-25,A,Cycle Inspection / Initial Inspection,10.0
50090040,VIVA JUAREZ RESTAURANT,2023-01-19,B,Cycle Inspection / Re-inspection,27.0
50133085,ORCHID TEA CAFE,2025-04-02,A,Cycle Inspection / Initial Inspection,13.0
50111496,THE BEER GARAGE,2023-03-23,A,Pre-permit (Operational) / Initial Inspection,7.0
50110739,BONSAII CAFE,2024-10-29,A,Cycle Inspection / Initial Inspection,10.0
50145043,NONNAS 1977,2024-08-01,A,Pre-permit (Operational) / Re-inspection,13.0
41255436,EL PORTON BAR & RESTAURANT,2025-06-18,B,Cycle Inspection / Re-inspection,27.0
50117665,MANDYS LASAGNA WITH A TWIST,2025-08-12,A,Cycle Inspection / Initial Inspection,7.0
50009539,BLACKSTONE BAR AND GRILL,2024-09-18,A,Cycle Inspection / Initial Inspection,12.0
40383737,CANLON'S RESTAURANT,2023-03-16,A,Cycle Inspection / Initial Inspection,12.0
50107037,TACO BELL,2023-12-12,A,Cycle Inspection / Initial Inspection,10.0
50084574,TEN TAN CHINESE RESTAURANT,2024-07-25,A,Cycle Inspection / Initial Inspection,13.0
41510203,MOMO SUSHI (Left and Right sides),2024-03-20,A,Cycle Inspection / Re-inspection,12.0
50131905,THE HIGH NOTE / POPCHEW,2024-03-26,B,Pre-permit (Operational) / Re-inspection,18.0
50091455,272 UPTOWN PIZZA,2022-06-14,C,Cycle Inspection / Re-inspection,34.0
50063010,EL BARRIL RESTAURANT,2023-02-07,C,Cycle Inspection / Re-inspection,45.0
50145138,100 MARKET PLACE,2024-12-27,B,Cycle Inspection / Re-inspection,20.0
50128475,TRADITAS PIZZA,2023-04-19,A,Pre-permit (Operational) / Re-inspection,10.0
50072972,CHINA 1,2025-03-18,A,Cycle Inspection / Re-inspection,4.0
50145992,BARINO'S MARKET CATERING,2024-10-18,A,Pre-permit (Operational) / Initial Inspection,13.0
